Class ID,Course Code,Status,Capacity,Count,Course Title,Section,Faculty,Type,Day,Start Time,End Time,Room,Department
00007,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B1],B1,-,Theory,Tuesday,8:00 AM,9:30 AM,5108,FACULTY OF ARTS AND SOCIAL SCIENCES
00008,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B2],B2,-,Theory,Sunday,9:40 AM,11:10 AM,5108,FACULTY OF ARTS AND SOCIAL SCIENCES
00008,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B2],B2,-,Theory,Tuesday,9:40 AM,11:10 AM,5108,FACULTY OF ARTS AND SOCIAL SCIENCES
00009,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B3],B3,-,Theory,Sunday,2:40 PM,4:10 PM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00009,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B3],B3,-,Theory,Tuesday,2:40 PM,4:10 PM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00010,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B4],B4,-,Theory,Monday,8:00 AM,9:30 AM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00010,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [B4],B4,-,Theory,Wednesday,8:00 AM,9:30 AM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00011,,Freshman,40,35,ENGLISH READING SKILLS & PUBLIC SPEAKING [B5],B5,-,Theory,Monday,9:40 AM,11:10 AM,5111,FACULTY OF ARTS AND SOCIAL SCIENCES
00011,,Freshman,40,35,ENGLISH READING SKILLS & PUBLIC SPEAKING [B5],B5,-,Theory,Wednesday,9:40 AM,11:10 AM,5111,FACULTY OF ARTS AND SOCIAL SCIENCES
00012,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [B6],B6,-,Theory,Sunday,9:40 AM,11:10 AM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00012,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [B6],B6,-,Theory,Tuesday,9:40 AM,11:10 AM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00013,,Freshman,40,19,ENGLISH READING SKILLS & PUBLIC SPEAKING [B7],B7,-,Theory,Monday,11:20 AM,12:50 PM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00013,,Freshman,40,19,ENGLISH READING SKILLS & PUBLIC SPEAKING [B7],B7,-,Theory,Wednesday,11:20 AM,12:50 PM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00014,,Freshman,40,33,ENGLISH READING SKILLS & PUBLIC SPEAKING [B8],B8,-,Theory,Monday,9:40 AM,11:10 AM,5113,FACULTY OF ARTS AND SOCIAL SCIENCES
00014,,Freshman,40,33,ENGLISH READING SKILLS & PUBLIC SPEAKING [B8],B8,-,Theory,Wednesday,9:40 AM,11:10 AM,5113,FACULTY OF ARTS AND SOCIAL SCIENCES
00015,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [C1],C1,-,Theory,Sunday,11:20 AM,12:50 PM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00015,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [C1],C1,-,Theory,Tuesday,11:20 AM,12:50 PM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00016,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [C2],C2,-,Theory,Sunday,11:20 AM,12:50 PM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00016,,Freshman,40,40,ENGLISH READING SKILLS & PUBLIC SPEAKING [C2],C2,-,Theory,Tuesday,11:20 AM,12:50 PM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00017,,Freshman,40,14,ENGLISH READING SKILLS & PUBLIC SPEAKING [C3],C3,-,Theory,Sunday,1:00 PM,2:30 PM,5111,FACULTY OF ARTS AND SOCIAL SCIENCES
00017,,Freshman,40,14,ENGLISH READING SKILLS & PUBLIC SPEAKING [C3],C3,-,Theory,Tuesday,1:00 PM,2:30 PM,5111,FACULTY OF ARTS AND SOCIAL SCIENCES
00018,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C4],C4,-,Theory,Monday,11:20 AM,12:50 PM,5111,FACULTY OF ARTS AND SOCIAL SCIENCES
00018,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C4],C4,-,Theory,Wednesday,11:20 AM,12:50 PM,5111,FACULTY OF ARTS AND SOCIAL SCIENCES
00019,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C5],C5,-,Theory,Monday,1:00 PM,2:30 PM,5107,FACULTY OF ARTS AND SOCIAL SCIENCES
00019,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C5],C5,-,Theory,Wednesday,1:00 PM,2:30 PM,5107,FACULTY OF ARTS AND SOCIAL SCIENCES
00020,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C6],C6,-,Theory,Monday,11:20 AM,12:50 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00020,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C6],C6,-,Theory,Wednesday,11:20 AM,12:50 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00021,,Freshman,40,1,ENGLISH READING SKILLS & PUBLIC SPEAKING [C7],C7,-,Theory,Sunday,1:00 PM,2:30 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00021,,Freshman,40,1,ENGLISH READING SKILLS & PUBLIC SPEAKING [C7],C7,-,Theory,Tuesday,1:00 PM,2:30 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00022,,Freshman,40,26,ENGLISH READING SKILLS & PUBLIC SPEAKING [C8],C8,-,Theory,Monday,8:00 AM,9:30 AM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00022,,Freshman,40,26,ENGLISH READING SKILLS & PUBLIC SPEAKING [C8],C8,-,Theory,Wednesday,8:00 AM,9:30 AM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00023,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C9],C9,-,Theory,Sunday,9:40 AM,11:10 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00023,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C9],C9,-,Theory,Tuesday,9:40 AM,11:10 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00024,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C10],C10,-,Theory,Monday,1:00 PM,2:30 PM,5116,FACULTY OF ARTS AND SOCIAL SCIENCES
00024,,Freshman,40,0,ENGLISH READING SKILLS & PUBLIC SPEAKING [C10],C10,-,Theory,Wednesday,1:00 PM,2:30 PM,5116,FACULTY OF ARTS AND SOCIAL SCIENCES
00025,,Freshman,40,21,ENGLISH READING SKILLS & PUBLIC SPEAKING [D1],D1,-,Theory,Sunday,1:00 PM,2:30 PM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00025,,Freshman,40,21,ENGLISH READING SKILLS & PUBLIC SPEAKING [D1],D1,-,Theory,Tuesday,1:00 PM,2:30 PM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00026,,Freshman,50,42,ENGLISH READING SKILLS & PUBLIC SPEAKING [L1],L1,-,Theory,Sunday,11:20 AM,12:50 PM,6102,FACULTY OF ARTS AND SOCIAL SCIENCES
00026,,Freshman,50,42,ENGLISH READING SKILLS & PUBLIC SPEAKING [L1],L1,-,Theory,Tuesday,11:20 AM,12:50 PM,6102,FACULTY OF ARTS AND SOCIAL SCIENCES
00027,,Freshman,40,37,COMPUTER FUNDAMENTALS (BA) [E1],E1,-,Theory,Sunday,8:00 AM,9:30 AM,5106,FACULTY OF SCIENCE & TECHNOLOGY
00027,,Freshman,40,37,COMPUTER FUNDAMENTALS (BA) [E1],E1,-,Theory,Tuesday,8:00 AM,9:30 AM,5106,FACULTY OF SCIENCE & TECHNOLOGY
00028,,Freshman,40,0,COMPUTER FUNDAMENTALS (BA) [E2],E2,-,Theory,Sunday,2:40 PM,4:10 PM,5105,FACULTY OF SCIENCE & TECHNOLOGY
00028,,Freshman,40,0,COMPUTER FUNDAMENTALS (BA) [E2],E2,-,Theory,Tuesday,2:40 PM,4:10 PM,5105,FACULTY OF SCIENCE & TECHNOLOGY
00029,,Freshman,40,0,COMPUTER FUNDAMENTALS (BA) [E3],E3,-,Theory,Monday,1:00 PM,2:30 PM,5106,FACULTY OF SCIENCE & TECHNOLOGY
00029,,Freshman,40,0,COMPUTER FUNDAMENTALS (BA) [E3],E3,-,Theory,Wednesday,1:00 PM,2:30 PM,5106,FACULTY OF SCIENCE & TECHNOLOGY
00030,,Freshman,40,23,COMPUTER FUNDAMENTALS (BSSE) [H1],H1,-,Theory,Sunday,11:20 AM,12:50 PM,DN0511,FACULTY OF SCIENCE & TECHNOLOGY
00030,,Freshman,40,23,COMPUTER FUNDAMENTALS (BSSE) [H1],H1,-,Theory,Tuesday,11:20 AM,12:50 PM,DN0511,FACULTY OF SCIENCE & TECHNOLOGY
00031,,Freshman,40,0,COMPUTER FUNDAMENTALS (BSSE) [H2],H2,-,Theory,Monday,11:20 AM,12:50 PM,DN0511,FACULTY OF SCIENCE & TECHNOLOGY
00031,,Freshman,40,0,COMPUTER FUNDAMENTALS (BSSE) [H2],H2,-,Theory,Wednesday,11:20 AM,12:50 PM,DN0511,FACULTY OF SCIENCE & TECHNOLOGY
00032,,Freshman,50,42,COMPUTER FUNDAMENTALS [L1],L1,-,Theory,Sunday,1:00 PM,2:30 PM,6202,FACULTY OF SCIENCE & TECHNOLOGY
00032,,Freshman,50,42,COMPUTER FUNDAMENTALS [L1],L1,-,Theory,Tuesday,1:00 PM,2:30 PM,6202,FACULTY OF SCIENCE & TECHNOLOGY
00033,,Freshman,50,42,COMPUTER FUNDAMENTALS LAB [L1],L1,-,Lab,Thursday,12:40 PM,3:00 PM,DN0210,FACULTY OF HEALTH AND LIFE SCIENCES
00034,,Freshman,40,40,JURISPRUDENCE [F1],F1,-,Theory,Sunday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00034,,Freshman,40,40,JURISPRUDENCE [F1],F1,-,Theory,Tuesday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00035,,Freshman,34,29,JURISPRUDENCE [F2],F2,-,Theory,Monday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00035,,Freshman,34,29,JURISPRUDENCE [F2],F2,-,Theory,Wednesday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00036,,Freshman,40,40,LEGAL SYSTEM OF BANGLADESH [F1],F1,-,Theory,Sunday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00036,,Freshman,40,40,LEGAL SYSTEM OF BANGLADESH [F1],F1,-,Theory,Tuesday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00037,,Freshman,34,29,LEGAL SYSTEM OF BANGLADESH [F2],F2,-,Theory,Monday,1:00 PM,2:20 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00037,,Freshman,34,29,LEGAL SYSTEM OF BANGLADESH [F2],F2,-,Theory,Wednesday,1:00 PM,2:20 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00038,,Freshman,40,40,LEGAL HISTORY [F1],F1,-,Theory,Sunday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00038,,Freshman,40,40,LEGAL HISTORY [F1],F1,-,Theory,Tuesday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00039,,Freshman,34,29,LEGAL HISTORY [F2],F2,-,Theory,Monday,8:00 AM,9:20 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00039,,Freshman,34,29,LEGAL HISTORY [F2],F2,-,Theory,Wednesday,8:00 AM,9:20 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00040,,Freshman,40,40,FRESHMAN ORIENTATION [F1],F1,-,Theory,Monday,8:00 AM,9:30 AM,6213,FACULTY OF ARTS AND SOCIAL SCIENCES
00040,,Freshman,40,40,FRESHMAN ORIENTATION [F1],F1,-,Theory,Wednesday,8:00 AM,9:30 AM,6213,FACULTY OF ARTS AND SOCIAL SCIENCES
00041,,Freshman,34,29,FRESHMAN ORIENTATION [F2],F2,-,Theory,Sunday,9:40 AM,11:10 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00041,,Freshman,34,29,FRESHMAN ORIENTATION [F2],F2,-,Theory,Tuesday,9:40 AM,11:10 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00042,,Freshman,40,40,INTERMEDIATE ENGLISH [F1],F1,-,Theory,Monday,9:40 AM,11:10 AM,6213,FACULTY OF ARTS AND SOCIAL SCIENCES
00042,,Freshman,40,40,INTERMEDIATE ENGLISH [F1],F1,-,Theory,Wednesday,9:40 AM,11:10 AM,6213,FACULTY OF ARTS AND SOCIAL SCIENCES
00043,,Freshman,34,29,INTERMEDIATE ENGLISH [F2],F2,-,Theory,Sunday,8:00 AM,9:30 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00043,,Freshman,34,29,INTERMEDIATE ENGLISH [F2],F2,-,Theory,Tuesday,8:00 AM,9:30 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00044,,Freshman,40,40,LAW OF CONTRACT [F1],F1,-,Theory,Monday,11:20 AM,12:40 PM,6213,FACULTY OF ARTS AND SOCIAL SCIENCES
00044,,Freshman,40,40,LAW OF CONTRACT [F1],F1,-,Theory,Wednesday,11:20 AM,12:40 PM,6213,FACULTY OF ARTS AND SOCIAL SCIENCES
00045,,Freshman,34,29,LAW OF CONTRACT [F2],F2,-,Theory,Sunday,1:00 PM,2:20 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00045,,Freshman,34,29,LAW OF CONTRACT [F2],F2,-,Theory,Tuesday,1:00 PM,2:20 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00046,,Open,48,45,HUMAN ANATOMY & PHYSIOLOGY-I [S2-A],S2-A,-,Theory,Sunday,8:00 AM,9:20 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00046,,Open,48,45,HUMAN ANATOMY & PHYSIOLOGY-I [S2-A],S2-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00047,,Open,48,45,INORGANIC PHARMACY I [S2-A],S2-A,-,Theory,Sunday,9:40 AM,11:00 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00047,,Open,48,45,INORGANIC PHARMACY I [S2-A],S2-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00048,,Open,25,23,INORGANIC PHARMACY I LAB [S2-A],S2-A,-,Lab,Monday,11:00 AM,2:00 PM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00049,,Open,25,22,INORGANIC PHARMACY I LAB [S2-B],S2-B,-,Lab,Wednesday,11:00 AM,2:00 PM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00050,,Open,48,45,ORGANIC PHARMACY-I [S2-A],S2-A,-,Theory,Sunday,11:20 AM,12:40 PM,6105,FACULTY OF HEALTH AND LIFE SCIENCES
00050,,Open,48,45,ORGANIC PHARMACY-I [S2-A],S2-A,-,Theory,Tuesday,11:20 AM,12:40 PM,6105,FACULTY OF HEALTH AND LIFE SCIENCES
00051,,Open,25,23,ORGANIC PHARMACY-I LAB [S2-A],S2-A,-,Lab,Wednesday,11:00 AM,2:00 PM,DE0601,FACULTY OF HEALTH AND LIFE SCIENCES
00052,,Open,25,22,ORGANIC PHARMACY-I LAB [S2-B],S2-B,-,Lab,Monday,11:00 AM,2:00 PM,DE0601,FACULTY OF HEALTH AND LIFE SCIENCES
00053,,Open,48,45,PHYSICAL PHARMACY [S2-A],S2-A,-,Theory,Monday,8:00 AM,9:20 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00053,,Open,48,45,PHYSICAL PHARMACY [S2-A],S2-A,-,Theory,Wednesday,8:00 AM,9:20 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00054,,Open,25,23,PHYSICAL PHARMACY LAB [S2-A],S2-A,-,Lab,Sunday,2:00 PM,5:00 PM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00055,,Open,25,22,PHYSICAL PHARMACY LAB [S2-B],S2-B,-,Lab,Tuesday,2:00 PM,5:00 PM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00056,,Open,48,45,PHARMACEUTICAL STATISTICS [S2-A],S2-A,-,Theory,Monday,9:40 AM,11:00 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00056,,Open,48,45,PHARMACEUTICAL STATISTICS [S2-A],S2-A,-,Theory,Wednesday,9:40 AM,11:00 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00057,,Open,40,12,INORGANIC PHARMACY II [S3-A],S3-A,-,Theory,Sunday,8:00 AM,9:20 AM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00057,,Open,40,12,INORGANIC PHARMACY II [S3-A],S3-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00058,,Open,25,12,INORGANIC PHARMACY II LAB [S3-A],S3-A,-,Lab,Monday,8:00 AM,11:00 AM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00059,,Open,40,12,ORGANIC PHARMACY-II [S3-A],S3-A,-,Theory,Sunday,9:40 AM,11:00 AM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00059,,Open,40,12,ORGANIC PHARMACY-II [S3-A],S3-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00060,,Open,25,12,ORGANIC PHARMACY-II LAB [S3-A],S3-A,-,Lab,Wednesday,8:00 AM,11:00 AM,DE0601,FACULTY OF HEALTH AND LIFE SCIENCES
00061,,Open,40,12,HUMAN ANATOMY & PHYSIOLOGY-II [S3-A],S3-A,-,Theory,Sunday,2:40 PM,4:00 PM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00061,,Open,40,12,HUMAN ANATOMY & PHYSIOLOGY-II [S3-A],S3-A,-,Theory,Tuesday,2:40 PM,4:00 PM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00062,,Open,25,12,HUMAN ANATOMY & PHYSIOLOGY-II LAB [S3-A],S3-A,-,Lab,Sunday,11:00 AM,2:00 PM,DE0401,FACULTY OF HEALTH AND LIFE SCIENCES
00063,,Open,40,12,PHARMACEUTICAL MICROBIOLOGY-I [S3-A],S3-A,-,Theory,Monday,1:00 PM,2:20 PM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00063,,Open,40,12,PHARMACEUTICAL MICROBIOLOGY-I [S3-A],S3-A,-,Theory,Wednesday,1:00 PM,2:20 PM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00064,,Open,25,12,PHARMACEUTICAL MICROBIOLOGY-I LAB [S3-A],S3-A,-,Lab,Tuesday,11:00 AM,2:00 PM,DE0502,FACULTY OF HEALTH AND LIFE SCIENCES
00065,,Open,40,12,PHARMACOLOGY-I [S3-A],S3-A,-,Theory,Monday,2:40 PM,4:00 PM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00065,,Open,40,12,PHARMACOLOGY-I [S3-A],S3-A,-,Theory,Wednesday,2:40 PM,4:00 PM,6213,FACULTY OF HEALTH AND LIFE SCIENCES
00066,,Open,40,37,"PDR, REGISTRATION AND COURT FEES ACT [S2-A]",S2-A,-,Theory,Sunday,8:00 AM,9:20 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00066,,Open,40,37,"PDR, REGISTRATION AND COURT FEES ACT [S2-A]",S2-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00067,,Open,35,23,"PDR, REGISTRATION AND COURT FEES ACT [S2-B]",S2-B,-,Theory,Monday,8:00 AM,9:20 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00067,,Open,35,23,"PDR, REGISTRATION AND COURT FEES ACT [S2-B]",S2-B,-,Theory,Wednesday,8:00 AM,9:20 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00068,,Open,40,37,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-A]",S2-A,-,Theory,Sunday,11:20 AM,12:40 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00068,,Open,40,37,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-A]",S2-A,-,Theory,Tuesday,11:20 AM,12:40 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00069,,Open,35,23,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-B]",S2-B,-,Theory,Monday,2:40 PM,4:00 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00069,,Open,35,23,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-B]",S2-B,-,Theory,Wednesday,2:40 PM,4:00 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00070,,Open,40,36,INTRODUCTION TO COMPUTER [S2-A],S2-A,-,Theory,Sunday,1:00 PM,2:30 PM,6215,FACULTY OF SCIENCE & TECHNOLOGY
00070,,Open,40,36,INTRODUCTION TO COMPUTER [S2-A],S2-A,-,Theory,Tuesday,1:00 PM,2:30 PM,6215,FACULTY OF SCIENCE & TECHNOLOGY
00071,,Open,35,23,INTRODUCTION TO COMPUTER [S2-B],S2-B,-,Theory,Monday,11:20 AM,12:50 PM,6215,FACULTY OF SCIENCE & TECHNOLOGY
00071,,Open,35,23,INTRODUCTION TO COMPUTER [S2-B],S2-B,-,Theory,Wednesday,11:20 AM,12:50 PM,6215,FACULTY OF SCIENCE & TECHNOLOGY
00072,,Open,40,37,CONSTITUTIONAL LAW OF BANGLADESH [S2-A],S2-A,-,Theory,Monday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00072,,Open,40,37,CONSTITUTIONAL LAW OF BANGLADESH [S2-A],S2-A,-,Theory,Wednesday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00073,,Open,35,25,CONSTITUTIONAL LAW OF BANGLADESH [S2-B],S2-B,-,Theory,Sunday,2:40 PM,4:00 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00073,,Open,35,25,CONSTITUTIONAL LAW OF BANGLADESH [S2-B],S2-B,-,Theory,Tuesday,2:40 PM,4:00 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00074,,Open,40,36,PUBLIC SPEAKING [S2-A],S2-A,-,Theory,Monday,1:00 PM,2:30 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00074,,Open,40,36,PUBLIC SPEAKING [S2-A],S2-A,-,Theory,Wednesday,1:00 PM,2:30 PM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00075,,Open,35,23,PUBLIC SPEAKING [S2-B],S2-B,-,Theory,Sunday,1:00 PM,2:30 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00075,,Open,35,23,PUBLIC SPEAKING [S2-B],S2-B,-,Theory,Tuesday,1:00 PM,2:30 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00076,,Open,40,37,MUSLIM LAW [S2-A],S2-A,-,Theory,Monday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00076,,Open,40,37,MUSLIM LAW [S2-A],S2-A,-,Theory,Wednesday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00077,,Open,35,23,MUSLIM LAW [S2-B],S2-B,-,Theory,Monday,9:40 AM,11:00 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00077,,Open,35,23,MUSLIM LAW [S2-B],S2-B,-,Theory,Wednesday,9:40 AM,11:00 AM,6215,FACULTY OF ARTS AND SOCIAL SCIENCES
00078,,Open,40,32,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-A],S3-A,-,Theory,Sunday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00078,,Open,40,32,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-A],S3-A,-,Theory,Tuesday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00079,,Open,35,17,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-B],S3-B,-,Theory,Monday,11:20 AM,12:40 PM,6216,FACULTY OF ARTS AND SOCIAL SCIENCES
00079,,Open,35,17,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-B],S3-B,-,Theory,Wednesday,11:20 AM,12:40 PM,6216,FACULTY OF ARTS AND SOCIAL SCIENCES
00080,,Open,40,33,LAW OF TORTS [S3-A],S3-A,-,Theory,Monday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
